,movieId,title,genres,tmdbId,overview,popularity,original_title,vote_average,vote_count,tagline,budget,reviews,Crew_Cast,keywords
28,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,902.0,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",10.156,La Cité des Enfants Perdus,7.5,607,Where happily ever after is just a dream.,18000000,,"Jean-Pierre_Jeunet,Marc_Caro,Ron_Perlman,Dominique_Pinon,Judith_Vittet,Daniel_Emilfork,Jean-Claude_Dreyfus,Geneviève_Brunet,Odile_Mallet,Mireille_Mossé,Serge_Merlin,Rufus,Ticky_Holgado,Cris_Huerta,Jean-Louis_Trintignant,Joseph_Lucien,Mapi_Galán,Briac_Barthélémy,Pierre-Quentin_Faesch,Alexis_Pivot,François_Hadji-Lazaro,Dominique_Bettenfeld,Lotfi_Yahya_Jedidi,Thierry_Gibault,Marc_Caro,Ham-Chau_Luong,Frankie_Pain,Enrique_Villanueva,Dominique_Chevalier,Lorella_Cravotta,Éric_Houzelot,Philippe_Beautier,Marc_Amyot,Jean-Philippe_Labadie,Raphaèle_Bouchard,Elisabeth_Etienne,Rachel_Boulenger,Michel_Motu,Nane_Germon,Léo_Rubion,Guillaume_Billod-Morel,Bezak,Hong_Mai_Thomas,René_Pivot,Daniel_Adric,Christophe_Salengro,René_Marquant,Michel_Smolianoff,Lili_Cognard,Angélique_Philibert,Marie_Piémontèse,Antoinette_Dias,Zak_Russomanno,Djamila_Bouda,Lauren_Geoffroy,Cyril_Aubin,Bruno_Journée,Jérémie_Freund,Joris_Geneste,Julie_Bernard,Valentin_Simonet,Eglantine_Blanckaert,Gaëtan_Bouyala,Mickael_Bussinger,Jonathan_Gatinois,Joshka_Kaufmann,Morgan_Mariac,Caroline_Marsily,Geoffroy_Morange,Sébastien_Thaissart,Charlotte_Bienfait,Camille_Dufeu,Robinson_Fouille,Alysia_Hoffeurt,Sandy_Kontargyris,Andrew_Laupen,Théo_Madueno,Arthur_Mazet,Fackry_M'Saidie,Gabriel_Pierre,Bérangère_Pivot,Charlotte_Ribaud-Chevrey,Laura_Robert,Caroline_Rochand,Carolane_Yvan,Margot_Tostivint,Buster_Verbraeken,Mathieu_Kassovitz","clone,dream,island,brain,eye,dystopia,aging,friendship,rescue,children,girl,childhood,child_kidnapping,flea"
29,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,37557.0,"Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows.",6.048,摇啊摇，摇到外婆桥,6.9,40,"In 1930, Shanghai violence was not the problem. It was the solution.",2300000,,"Zhang_Yimou,Gong_Li,Li_Baotian,Sun_Chun,Wang_Xiaoxiao,Li_Xuejian,Liu_Jiang,Fu_Biao,Shu_Chen,Jiang_Baoying,Yang_Qianquan","shanghai,_china,chinese_mafia,coming_of_age,mistress,criminal_underworld,drug_lord,triad,modern_china,nightclub_singer,1930s,cabaret_singer,chinese_triad"
30,31,Dangerous Minds (1995),Drama,9909.0,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",13.997,Dangerous Minds,6.7,581,She broke the rules... and changed their lives.,23000000,"This would have only been ordinary because it's simply adequately directed, has an entire cast of unknowns save for the star, and is from a cliché-riddled script, but this is honestly one of Michelle Pfeiffer's more interesting performances. While she's not entirely convincing as a career-Marine, she's certainly more so than Demi Moore, who tried the stunt not long afterwards, and she's certainly believable as a caring teacher. An intriguing film for Simpson and Bruckheimer to be associated with, this was back in the day, after her career-defining 'Catwoman' role in 'Batman Returns' that she was still getting great starring roles (I greatly look forward to checking her out opposite Daniel Day-Lewis in 'The Age of Innocence'). My favourite work of hers will always be in 'Scarface', but this is right up there IMHO--some really fine acting by her. It's simply a shame only one note was asked of her--had it been a more multi-dimensional character (ie., love or family interests--I've read a possible romance scene with Andy Garcia was left on the cutting room floor so they could focus on her interaction with the students), it would have been even more inviting to watch.","John_N._Smith,Michelle_Pfeiffer,George_Dzundza,Courtney_B._Vance,Robin_Bartlett,John_Neville,Lorraine_Toussaint,Renoly_Santiago,Skye_Bassett,Beatrice_Winde,Wade_Dominguez,Bruklin_Harris,Mercello_Thedford,Roberto_Alvarez,Richard_Grant,Marisela_Gonzales,Toni_Nichelle_Buzhardt","california,rap_music,karate,high_school,naval_officer,teacher,based_on_memoir_or_autobiography,amusement_park,schoolteacher"
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,63.0,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",23.908,Twelve Monkeys,7.6,5329,The future is history.,29500000,,"Terry_Gilliam,Bruce_Willis,Madeleine_Stowe,Brad_Pitt,Christopher_Plummer,David_Morse,Jon_Seda,Christopher_Meloni,Joey_Perillo,LisaGay_Hamilton,Matt_Ross,Annie_Golden,Michael_Chance,H._Michael_Walls,Bob_Adrian,Bill_Raymond,Ernest_Abuba,Nell_Johnson,Rozwill_Young,Joseph_Melito,Frank_Gorshin,Aaron_Michael_Lacey,Vernon_Campbell,Simon_Jones,Carol_Florence,Irma_St._Paule,Frederick_Strother,Charles_Techman,Rick_Warner,Anthony_'Chip'_Brienza,Bruce_Kirkpatrick,Wilfred_Williams,Joilet_Harris,Drucie_McDaniel,John_Blaisse,Louis_Lippa,Stan_Kang,Pat_Dias,Felix_Pire,Karl_Warren,Joseph_McKenna,Stephen_Bridgewater,Ray_Huffman,Charley_Scalies,Paul_Meshejian,Kevin_Thigpen,Jann_Ellis,Michael_Ryan_Segal,Korchenko,Robert_O'Neill,Harry_O'Toole,Chuck_Jeffreys,Barry_Price,John_Panzarella,Janet_Zappala,Lisa_Talerico,Tiffany_Baldwin,C.J._Byrnes,Tom_Detrik,Joe_Gerety,Renee_Spei,Bonnie_Loev,Raymond_Mamrak,Allelon_Ruggiero,Thang,Sal_Mazzotta","schizophrenia,philadelphia,cassandra_syndrom,stockholm_syndrome,time_travel,post-apocalyptic_future,dystopia,lethal_virus,monkey,cult_film,subterranean"
32,33,Wings of Courage (1995),Adventure|Romance|IMAX,78802.0,,2.222,"Guillaumet, les ailes du courage",6.1,10,,0,,"Jean-Jacques_Annaud,Craig_Sheffer,Elizabeth_McGovern,Tom_Hulce,Ken_Pogue,Ron_Sauvé,Val_Kilmer,Freddy_Andreiuci",
33,34,Babe (1995),Children|Drama,9598.0,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.",15.074,Babe,6.1,1923,A little pig goes a long way.,30000000,,"Chris_Noonan,Christine_Cavanaugh,Miriam_Margolyes,Danny_Mann,Hugo_Weaving,Miriam_Flynn,James_Cromwell,Russi_Taylor,Evelyn_Krape,Michael_Edward-Stevens,Charles_Bartlett,Paul_Livingston,Roscoe_Lee_Browne,Magda_Szubanski,Zoe_Burton,Paul_Goddard,Wade_Hayward,Brittany_Byrnes,Mary_Acres,Debi_Derryberry,Maeve_Germaine","alarm_clock,cat,duck,sheep,pig,farm,affection,piglet,heroism,anthropomorphism,based_on_children's_book,dog,separation,farmer,grandson,sheepdog,talking_pig"
34,35,Carrington (1995),Drama|Romance,47018.0,"Painter Dora Carrington develops an intimate but extremely complex bond with writer Lytton Strachey. Though Lytton is a homosexual, he is enchanted by the mysterious Dora and they begin a lifelong friendship that has strangely romantic undertones. Eventually, Lytton and Dora decide to live together, despite the fact that the latter has fallen in love with military man Ralph Partridge, whom she plans to marry.",5.181,Carrington,6.7,34,A Love so Unusual it has to be True,0,,"Christopher_Hampton,Emma_Thompson,Jonathan_Pryce,Steven_Waddington,Samuel_West,Rufus_Sewell,Penelope_Wilton,Janet_McTeer,Jeremy_Northam,Alex_Kingston,Richard_Clifford,David_Ryall,Stephen_Boxer,Peter_Blythe,Sebastian_Harcombe,Annabel_Mullion,Daniel_Betts","england,painter,conscientious_objector,independent_film,soldier,polyamory"
35,36,Dead Man Walking (1995),Crime|Drama,687.0,"A justice drama based on a true story about a man on death row who, in his last days, forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality, as she accompanies him to his execution.",9.524,Dead Man Walking,7.4,818,,11000000,,"Tim_Robbins,Susan_Sarandon,Sean_Penn,Robert_Prosky,Raymond_J._Barry,R._Lee_Ermey,Celia_Weston,Lois_Smith,Scott_Wilson,Roberta_Maxwell,Margo_Martindale,Jack_Black,Ray_Aranha,Peter_Sarsgaard,Barton_Heyman,Steve_Boles,Nesbitt_Blaisdell,Larry_Pine,Kevin_Cooney,Clancy_Brown,Michael_Cullen,Missy_Yager,Jenny_Krochmal,Jon_Abrahams,Arthur_Bridgers,Steve_Carlisle,Eva_Amurri_Martino,Jack_Henry_Robbins,Dennis_Neal,Molly_Bryant,Adele_Robbins,Pete_Burris,Joan_Glover,Lenore_Banks,Scott_Sowers,Cortez_Nance_Jr.,Adam_Nelson,Jeremy_Knaster,Marcus_Lyle_Brown,Anthony_Michael_Frederick,Thomas_McGowan,Codie_Scott,Helen_Prejean,Miles_Robbins","prison,rape,nun,socially_deprived_family,penalty,death_penalty,despair,death_row,therapist,self-discovery,prison_cell,court_case,death_sentence,doomed_man,sentence,lethal_injection,forgiveness,charity,mercy_petition,rage_and_hate,unsociability,right_and_justice,court,cowardliness"
36,37,Across the Sea of Time (1995),Documentary|IMAX,139405.0,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today.",0.972,Across the Sea of Time,4.3,3,,0,,"Stephen_Low,Peter_Reznick,John_McDonough,Avi_Hoffman,Matt_Malloy,Abby_Lewis,Victor_Steinbach,Peter_Boyden,Philip_Levy,Nick_Muglia,Luigi_Petrozza,Bernard_Ferstenberg,Robert_Buckley,Donald_Trump,Patrick_Flynn",
37,38,It Takes Two (1995),Children|Comedy,33689.0,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",9.582,It Takes Two,6.4,563,Two identical strangers. Two different worlds. One perfect match.,0,,"Andy_Tennant,Kirstie_Alley,Steve_Guttenberg,Ashley_Olsen,Mary-Kate_Olsen,Jane_Sibbett,Philip_Bosco,Michelle_Grisom,Desmond_Robertson,Tiny_Mills,Shanelle_Henry,Michèle_Lonsdale_Smith,Sean_Orr,Elizabeth_Walsh,Dov_Tiefenbach","matchmaking,orphan,identical_twin,relationship_sabotage"
38,39,Clueless (1995),Comedy|Romance,9603.0,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",15.067,Clueless,7.2,2481,Sex. Clothes. Popularity. Is there a problem here?,12000000,,"Amy_Heckerling,Alicia_Silverstone,Stacey_Dash,Brittany_Murphy,Paul_Rudd,Donald_Faison,Elisa_Donovan,Breckin_Meyer,Jeremy_Sisto,Dan_Hedaya,Wallace_Shawn,Twink_Caplan,Justin_Walker,Sabastian_Rashidi,Herb_Hall,Julie_Brown,Susan_Mohun,Nicole_Bilderback,Ron_Orbach,Sean_Holland,Roger_Kabler,Jace_Alexander,Josh_Lozoff,Carl_Gottlieb,Joseph_D._Reitman,Anthony_Beninati,Micki_Duran,Gregg_Russell,Jermaine_Montell,Danielle_Eckert,Amy_Heckerling,Michael_Klesic,Sam_Maccarone,Monica_Eva_Foster","puberty,high_school,make_a_match,spoiled_child,conflict,woman_director,gay"
39,40,"Cry, the Beloved Country (1995)",Drama,34615.0,A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,3.852,"Cry, the Beloved Country",6.6,16,,0,,"Darrell_James_Roodt,James_Earl_Jones,Charles_S._Dutton,Jack_Robinson,Tsholofelo_Wechoemang,Ramalao_Makhene,Richard_Harris,Dolly_Rathebe,Jennifer_Steyn,Ian_Roberts,David_Clatworthy","based_on_novel_or_book,south_africa,apartheid,priest,1940s,race_relations"
40,41,Richard III (1995),Drama|War,31174.0,"A murderous lust for the British throne sees Richard III (Ian McKellen) descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension -- among them his brother, his nephews and his brother's wife (Annette Bening). When the Duke of Buckingham (Jim Broadbent) deserts him, Richard's plans are compromised.",7.864,Richard III,6.6,97,"I can smile, and murder while I smile",0,,"Richard_Loncraine,Ian_McKellen,Annette_Bening,Jim_Broadbent,Robert_Downey_Jr.,Kristin_Scott_Thomas,Adrian_Dunbar,Maggie_Smith,Tim_McInnerny,Edward_Hardwicke,Nigel_Hawthorne,Jim_Carter,Dominic_West,John_Wood,Roger_Hammond,Bill_Paterson,Donald_Sumpter,Michael_Elphick,Kate_Steavenson-Payne,James_Dreyfus,David_Antrobus,Christopher_Bowen,Edward_Jewesbury,Matthew_Groom,Ryan_Gilmore,Marco_Williamson,Tres_Hanley,Andy_Rashleigh,Denis_Lill,Bruce_Purchase,Madeleine_Mora,Stacey_Kent,Derek_Lyons","england,kidnapping,murder,king"
41,42,Dead Presidents (1995),Action|Crime|Drama,11443.0,"Depicts a heist of old bills, retired from circulation and destined by the government to be ""money to burn"". However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960s.",9.083,Dead Presidents,6.5,150,"In this daring heist, the only color that counts is green",10000000,"Brothers In Arms.

Albert and Allen Hughes direct, produce and co-write (with Michael Henry Brown) this tale about Anthony Curtis (Larenz Tate), a South Bronx boy who goes off to fight in Vietnam, to then return after his tours of duty to find things just aren't the same anymore. The follow up to their incendiary debut, Menace II Society, the Hughes brothers deliver another in your face picture that is quite frankly on a perpetual downer. This is no bad thing, though, as long as you are not looking to be cheered up.

That's Uncle Sam for you! Mean Green.

The pic very much harks back to the glory days of film noir in the 40s and 50s, where some talented film makers began to tell stories of returning war veterans finding what they left behind is now alien to them - with some characters, as is the case here - deeply scarred by their experiences. Add in some gangster elements and the coup de grâce that is the scintillating heist, and clearly the brothers have seen many an old classic film. That the narrative is tried and tested stops the piece hitting greater heights, this in spite of some super acting (especially Tate and the always value for money Keith David) and the hard hitting violence that pierces the senses. Predictable yet potent, and certainly memorable, it's well worth a look for the tough of mind and the classic era film of heart. 7/10","Albert_Hughes,Allen_Hughes,Larenz_Tate,Keith_David,Chris_Tucker,Freddy_Rodríguez,Rose_Jackson,N'Bushe_Wright,Clifton_Powell,Terrence_Howard,Bokeem_Woodbine,Clifton_Collins_Jr.,Elizabeth_Rodriguez,Michael_Imperioli,Cheryl_Freeman,James_Pickens_Jr.,Jenifer_Lewis,Ryan_Williams,Larry_McCoy,Rodney_Winfield,Sticky_Fingaz,David_Barry_Gray,Jaimz_Woolvett,Jean-Claude_La_Marre,Daniel_Kruse,Bernard_Telsey,Rik_Colitti,Carlton_Wilborn,Frank_Albanese,Monti_Sharp,Tony_Sirico,Robert_LuPone,Martin_Sheen,Isaiah_Washington,Chad_Bonsack,Michael_Carrara,Seymour_Cassel,Danny_Chung,Brian_Donahue,Collin_Fowler","post_traumatic_stress__disorder,drug_abuse,war_veteran,vietnam,heist,money,loss_of_virginity,redemption,revolutinoary,mercy_killing,armored_truck,bronx,_new_york_city,medic,1960s,graphic_violence"
42,43,Restoration (1995),Drama,35196.0,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.",6.524,Restoration,6.4,60,"An ordinary man, an irresistible offer. In a world of seduction and power, temptation has its price.",19000000,,"Michael_Hoffman,Robert_Downey_Jr.,Meg_Ryan,Sam_Neill,David_Thewlis,Hugh_Grant,Polly_Walker,Ian_McKellen,Ian_McDiarmid,Mary_MacLeod,Willie_Ross,Benjamin_Whitrow,Roger_Ashton-Griffiths,Andrew_Havill,Tony_Gardner,David_Ryall","jealousy,medicine,fountain,court,wealth,spaniel,gloves,17th_century,british_monarchy"
43,44,Mortal Kombat (1995),Action|Adventure|Fantasy,9312.0,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",12.148,Mortal Kombat,5.7,1209,Nothing In This World Has Prepared You For This.,18000000,"Mortal Kombat was one of the most popular, and controversial video games of the 90s, so naturally, in 1995, New Line Cinema released a live- action film adaptation. When the film was being advertised, several people were either excited for it, or skeptical due to Street Fighter being a total stinker, and since the film was rated PG-13, which meant the violence and gore from the game had to be toned down to appeal to the then-young MK fan base. Thankfully, all expectations were surpassed as Mortal Kombat actually turned out to be, believe it or not, a good video game movie. Upon its release, the film was, surprisingly, a box- office success, making it the first video game adaptation to be successful both financially, and with fans, despite mixed reviews from critics (although Gene Siskel gave the movie a thumbs up). To this day, it is considered one of the better game to film translations. Now, it's time to find out why that is the case.

The film succeeds by sticking to the plot of the first game while incorporating elements from Mortal Kombat II. The plot itself is very similar to Enter the Dragon (which I consider to be the greatest Martial Arts film ever made), but with a supernatural twist to it, which is rather refreshing, and helps it stand on its own. Unlike Street Fighter where the focus was on Guile instead of Ryu and Ken (the original protagonists of that franchise), this movie centers mostly around the Mortal Kombat game's original protagonist; Liu Kang.

All of the characters from the first Mortal Kombat game (as well as a few from MKII) are present in the film, and are given appropriate development, and screen time. The casting is also spot-on. This is one of the few adaptations of a video game, comic book, and cartoon show (at least one of the few I could think of) where all of the actors are cast perfectly. Christopher Lambert, and Cary-Hiroyuki Tagawa are especially great as Rayden and Shang Tsung (respectively), they deliver the right amount of charisma without chewing the scenery. Linden Ashby also plays a great Johnny Cage since he brings the character's cocky personality to life, and delivers some of the best humor in this movie. But my favorite casting choice in the film has to be Robin Shou as Liu Kang. Not only is Liu my favorite character in the games, but Shou looks very much like the character, and makes you feel for him by showing his impulsiveness, and guilt over the death of his brother. It's a shame he didn't receive more starring vehicles after this movie, because I feel he is a capable actor, and Martial Artist. He definitely has more of a personality than Steven Seagal.

While the movie is rated PG-13, and doesn't contain the large amounts of gore from the game, it does make up for this area with the large amounts of Martial Arts action. The fight scenes are very well done, and often emulate more of the Hong Kong style of fight choreography, which was a refreshing change from most American action films prior to this. They also incorporate several of the special moves from the game, such as Liu Kang's bicycle kick, Scorpion's spear that comes out of his hand, etc., and they manage to make them look believable, and not embarrassing, unlike Street Fighter.

The person who directed this movie is Paul W.S. Anderson, and if that name sounds familiar, that's because this is the same man who would later go on to butcher Alien vs. Predator, and the Resident Evil movies. Despite his more recent efforts, he does a solid job directing this film. One of the strong points of his direction (aside from how well he filmed the fight scenes) is how he handled the movie on a technical, and design level. The cinematography, set designs, and lighting are stylish, and keep in touch with the game's dark, and mystical atmosphere. The special FX in the movie are also pretty cool, granted, they aren't exactly Terminator 2, or Jurassic Park, but they work fine for a film released in 1995. Though not everything is CGI, the character of Goro is a puppet, which still looks good to this day, and were created by special FX masters Alec Gillis, and Tom Woodruff, Jr.

Overall, Mortal Kombat is still a fun film to watch. It made up greatly for Street Fighter, and in my opinion, it still is one of the best video game movies (right up there with Street Fighter: Assassin's Fist). It may not be Oscar winning material, but it is one of my personal favorite movies, and as a huge fighting game fan, I couldn't be any more proud of it.","Paul_W._S._Anderson,Christopher_Lambert,Robin_Shou,Linden_Ashby,Cary-Hiroyuki_Tagawa,Bridgette_Wilson,Talisa_Soto,Trevor_Goddard,Chris_Casamassa,François_Petit,Keith_Cooke,Ed_Boon,Frank_Welker,Gregory_McKinney,Kenneth_Edwards,Peter_Jason,Lloyd_Kino,Steven_Ho,Sandy_Helberg,Daniel_Haggard,John_Fujioka","saving_the_world,martial_arts,monster,island,magic,alternate_dimension,ninja,gore,sorcerer,tournament,violence,based_on_video_game,gods,ghost,hand_to_hand_combat,mortal_kombat"
44,45,To Die For (1995),Comedy|Drama|Thriller,577.0,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",11.327,To Die For,6.6,439,All she wanted was a little attention.,20000000,,"Gus_Van_Sant,Nicole_Kidman,Matt_Dillon,Joaquin_Phoenix,Casey_Affleck,Alison_Folland,Illeana_Douglas,Dan_Hedaya,Wayne_Knight,Kurtwood_Smith,Holland_Taylor,Susan_Traylor,George_Segal,Tim_Hopper,Michael_Rispoli,Buck_Henry,Gerry_Quigley,Conrad_Coates,David_Cronenberg,David_Collins,Janet_Lo,Kyra_Harper,Katie_Griffin,Chris_Phillips,Rain_Phoenix,Tamara_Gorski,Tom_Forrester,Maria_Tucci,Alan_Edward_Lewis,Nadine_MacKinnon,Ron_Gabriel,Ian_Heath,Graeme_Millington,Sean_Ryan,Nicholas_Pasco,Joyce_Maynard,Eve_Crawford,Tom_Quinn,Peter_Glen,Amber-Lee_Campbell,Colleen_Williams,Simon_Richards,Philip_Williams,Susan_Backs,Adam_Roth,Andrew_Scott,Carla_Renee,Mischa","adultery,based_on_novel_or_book,winter,obsession,television,new_hampshire,mockumentary,narcissistic_personality_disorder"
45,46,How to Make an American Quilt (1995),Drama|Romance,11861.0,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",10.859,How to Make an American Quilt,6.3,98,There's beauty in the patterns of life.,10000000,,"Jocelyn_Moorhouse,Winona_Ryder,Anne_Bancroft,Ellen_Burstyn,Kate_Nelligan,Jean_Simmons,Maya_Angelou,Alfre_Woodard,Dermot_Mulroney,Lois_Smith,Kate_Capshaw,Rip_Torn,Johnathon_Schaech,Samantha_Mathis,Joanna_Going,Esther_Rolle,Jared_Leto,Claire_Danes,Lecy_Goranson,Holland_Taylor,Tim_Guinee,Derrick_O'Connor,Loren_Dean,Melinda_Dillon,Richard_Jenkins,Denis_Arndt,Adam_Baldwin,Michael_McElroy,Ari_Meyers,Jane_Alden,Tamala_Jones,Rae'Ven_Larrymore_Kelly,Alicia_Goranson,Will_Estes,Mykelti_Williamson","wedding_vows,marriage_proposal,married_couple,monogamy,advice,marriage,quilt,love,family_holiday,extramarital_affair,grandmother,woman_director"
46,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,807.0,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",58.474,Se7en,8.3,13413,Seven deadly sins. Seven ways to die.,33000000,"He's experienced about as much pain and suffering as anyone I've encountered, give or take, and he still has Hell to look forward to. 
 
""Warning: Spoilers""
 
Seven is directed by David Fincher and written by Andrew Kevin Walker. It stars Morgan Freeman, Brad Pitt, Gwyneth Paltrow, Kevin Spacey and R. Lee Ermey. Music is scored by Howard Shore and cinematography by Darius Khondji.

An unnamed US city and two cops are on the trail of a serial killer who kills his victims according to which one of the seven deadly sins they have committed.

Having been stung by the studio interference and negative fall out regarding his directorial debut feature film, Alien 3, David Fincher waited three years before committing to a project that he had control over. The result was Seven, a dark masterpiece of unremitting creeping dread that showcased the work of a clinically excellent director. Seven is not just a movie, it's an experience, an assault on the senses, a jolt to the brain, a trawl through the dark recess of some sick city where it always rains and the darkness holds many fears. This is no boorish slasher movie, it's psychological discord 101, we only see the aftermath of crimes, the discussions of which forces us to delve deep into our own imagination to fill in the blanks, forcing us to go where we don't want to go, you sense the director is somewhere gleefully pulling our strings.

""But that's the point. We see a deadly sin on every street corner, in every home, and we tolerate it. We tolerate it because it's common, it's trivial. We tolerate it morning, noon, and night. Well, not anymore. I'm setting the example. What I've done is going to be puzzled over and studied and followed... forever""

Seven is very much an ultimate horror film, really is there anything more scary than a serial killer who is smarter than the cops chasing him? Not only that but they are, oblivious as they be, part of the master plan. This killer is not only unstoppable in perpetrating his violent crimes, he is, as Freeman's weary retirement bound Detective Somerset says, methodical and patient. It's going to end bad, the cops know it and so do we, and that's when Fincher and Walker stick their hands into our guts and pull out the last semblance of solids to deliver one of the greatest endings of modern cinema. An ending fit to grace any noir, neo-noir or smart ass psychological horror movie from across the ages. With each viewing of Seven there's the repeating wave of bleak emotions that come as the reversed end credits roll, desolation and disbelief, sadness and shock, our trip through earthly hell is over, but only in the psychical sense!

Faultless cast performances, no doubt eked out by what we now know is a task-master director, photography that brilliantly brings to ""light"" the melancholic sheen of a decaying society and a Howard Shore score that crawls out of the speakers and cloaks your body like some evil Incubus or Succubus. Seven, a masterpiece of unease and evil wrung out by a master director. 10/10","David_Fincher,Brad_Pitt,Morgan_Freeman,Gwyneth_Paltrow,Kevin_Spacey,R._Lee_Ermey,John_C._McGinley,Julie_Araskog,Mark_Boone_Junior,John_Cassini,Reg_E._Cathey,Peter_Crombie,Richard_Roundtree,Richard_Schiff,Hawthorne_James,Michael_Massee,Leland_Orser,Richard_Portnow,Daniel_Zacapa,Alfonso_Freeman,Harris_Savides,Andrew_Kevin_Walker,Richmond_Arquette,Pamala_Tyson,Emily_Wagner,Shannon_Wilcox,George_Christy,Endre_Hules,William_Davidson,Bob_Collins,Dominique_Jennings,Allan_Kolman,Gene_Borkan,Mario_Di_Donato,Harrison_White,Bob_Stephenson,Michael_Reid_MacKay,Lennie_Loftin,Martin_Serene,David_Correia,Lexie_Bigham,Evan_Mirand,Paul_Eckstein,Rachel_Flanagan,Heidi_Schanz,Brian_Evers,James_Deeth,Charles_A._Tamburro,Charles_S._Dutton,Arthur_Max","self-fulfilling_prophecy,detective,s.w.a.t.,drug_dealer,evisceration,lust_and_impulsiveness,rage_and_hate,pride_and_vanity,immoderateness,insomnia,investigation,pension,police,serial_killer,neo-noir"
